room_category,normalized_category,raw_category,product_name,product_id,width_cm,depth_cm,height_cm,material,image_path,raw_dimension_text,reason
Bathroom,towel30times30,Towel30times30,Towel30Times30,80349355,15,30,1,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/80349355.jpg,Package Number: 1 Length: 30 cm Width: 15 cm Height: 1 cm Diameter: Net Weight: 0.05 kg Gross Weight: 0.05 kg Gross Volume: 0.4 l,package_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,80381213,30,30,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/80381213.jpg,Length: 30 cm Width: 30 cm,missing_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,80381213,15,30,1,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/80381213.jpg,Package Number: 1 Length: 30 cm Width: 15 cm Height: 1 cm Diameter: Net Weight: 0.05 kg Gross Weight: 0.05 kg Gross Volume: 0.4 l,package_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,80381270,30,30,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/80381270.jpg,Length: 30 cm Width: 30 cm,missing_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,80381270,17,31,1,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/80381270.jpg,Package Number: 1 Length: 31 cm Width: 17 cm Height: 1 cm Diameter: Net Weight: 0.06 kg Gross Weight: 0.06 kg Gross Volume: 0.5 l,package_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,90353667,30,30,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/90353667.jpg,Length: 30 cm Width: 30 cm Package quantity: 4 pack,package_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,90353667,12,16,6,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/90353667.jpg,Package Number: 1 Length: 16 cm Width: 12 cm Height: 6 cm Diameter: Net Weight: 0.15 kg Gross Weight: 0.15 kg Gross Volume: 1.2 l,package_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,00442932,30,30,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/00442932.jpg,Weight.: 500 g/m Length: 30 cm Width: 30 cm,missing_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,00442932,30,30,4,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/00442932.jpg,Package Number: 1 Length: 30 cm Width: 30 cm Height: 4 cm Diameter: Net Weight: 0.04 kg Gross Weight: 0.05 kg Gross Volume: 3.2 l,package_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,10442917,30,30,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/10442917.jpg,Weight.: 500 g/m Length: 30 cm Width: 30 cm,missing_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,10442917,30,30,4,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/10442917.jpg,Package Number: 1 Length: 30 cm Width: 30 cm Height: 4 cm Diameter: Net Weight: 0.04 kg Gross Weight: 0.05 kg Gross Volume: 3.2 l,package_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,80442947,30,30,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/80442947.jpg,Weight.: 500 g/m Length: 30 cm Width: 30 cm,missing_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,80442947,30,30,4,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/80442947.jpg,Package Number: 1 Length: 30 cm Width: 30 cm Height: 4 cm Diameter: Net Weight: 0.04 kg Gross Weight: 0.05 kg Gross Volume: 3.2 l,package_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,60159247,30,30,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/60159247.jpg,Length: 30 cm Width: 30 cm Surface density: 500 g/m,missing_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,60159247,31,32,1,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/60159247.jpg,Package Number: 1 Length: 32 cm Width: 31 cm Height: 1 cm Diameter: Net Weight: 0.05 kg Gross Weight: 0.05 kg Gross Volume: 0.7 l,package_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,60353683,30,30,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/60353683.jpg,Length: 30 cm Width: 30 cm Package quantity: 4 pack,package_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,60353683,12,16,6,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/60353683.jpg,Package Number: 1 Length: 16 cm Width: 12 cm Height: 6 cm Diameter: Net Weight: 0.15 kg Gross Weight: 0.15 kg Gross Volume: 1.2 l,package_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,80159246,30,30,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/80159246.jpg,Length: 30 cm Width: 30 cm Surface density: 500 g/m,missing_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,80159246,31,32,1,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/80159246.jpg,Package Number: 1 Length: 32 cm Width: 31 cm Height: 1 cm Diameter: Net Weight: 0.05 kg Gross Weight: 0.05 kg Gross Volume: 0.7 l,package_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,00390141,30,50,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/00390141.jpg,Weight.: 275 g/m Length: 50 cm Width: 30 cm,missing_dimension
Bathroom,towel30times30,Towel30times30,Towel30Times30,00390141,16,26,1,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel30times30/00390141.jpg,Package Number: 1 Length: 26 cm Width: 16 cm Height: 1 cm Diameter: Net Weight: 0.05 kg Gross Weight: 0.05 kg Gross Volume: 0.5 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,00353662,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/00353662.jpg,Length: 70 cm Width: 40 cm,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,00353662,7,24,5,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/00353662.jpg,Package Number: 1 Length: 24 cm Width: 7 cm Height: 5 cm Diameter: Net Weight: 0.12 kg Gross Weight: 0.12 kg Gross Volume: 0.8 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,00381207,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/00381207.jpg,Length: 70 cm Width: 40 cm,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,00381207,21,36,2,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/00381207.jpg,Package Number: 1 Length: 36 cm Width: 21 cm Height: 2 cm Diameter: Net Weight: 0.20 kg Gross Weight: 0.20 kg Gross Volume: 1.5 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,10353647,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/10353647.jpg,Length: 70 cm Width: 40 cm,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,10353647,7,24,5,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/10353647.jpg,Package Number: 1 Length: 24 cm Width: 7 cm Height: 5 cm Diameter: Net Weight: 0.12 kg Gross Weight: 0.12 kg Gross Volume: 0.8 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,10405203,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/10405203.jpg,Length: 70 cm Width: 40 cm Surface density: 475 g/m,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,10405203,24,42,5,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/10405203.jpg,Package Number: 1 Length: 42 cm Width: 24 cm Height: 5 cm Diameter: Net Weight: 0.15 kg Gross Weight: 0.15 kg Gross Volume: 5.3 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,10430486,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/10430486.jpg,Length: 70 cm Width: 40 cm Surface density: 560 g/m,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,10430486,20,35,2,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/10430486.jpg,Package Number: 1 Length: 35 cm Width: 20 cm Height: 2 cm Diameter: Net Weight: 0.16 kg Gross Weight: 0.17 kg Gross Volume: 1.4 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,20350993,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/20350993.jpg,Length: 70 cm Width: 40 cm,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,20350993,7,24,5,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/20350993.jpg,Package Number: 1 Length: 24 cm Width: 7 cm Height: 5 cm Diameter: Net Weight: 0.12 kg Gross Weight: 0.12 kg Gross Volume: 0.8 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,40353599,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/40353599.jpg,Length: 70 cm Width: 40 cm,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,40353599,7,24,5,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/40353599.jpg,Package Number: 1 Length: 24 cm Width: 7 cm Height: 5 cm Diameter: Net Weight: 0.12 kg Gross Weight: 0.12 kg Gross Volume: 0.8 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,40353617,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/40353617.jpg,Length: 70 cm Width: 40 cm,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,40353617,7,24,5,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/40353617.jpg,Package Number: 1 Length: 24 cm Width: 7 cm Height: 5 cm Diameter: Net Weight: 0.12 kg Gross Weight: 0.12 kg Gross Volume: 0.8 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,60313220,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/60313220.jpg,Length: 70 cm Width: 40 cm Surface density: 500 g/m,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,60313220,23,25,2,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/60313220.jpg,Package Number: 1 Length: 25 cm Width: 23 cm Height: 2 cm Diameter: Net Weight: 0.15 kg Gross Weight: 0.15 kg Gross Volume: 1.1 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,70405158,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/70405158.jpg,Length: 70 cm Width: 40 cm Surface density: 475 g/m,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,70405158,24,42,5,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/70405158.jpg,Package Number: 1 Length: 42 cm Width: 24 cm Height: 5 cm Diameter: Net Weight: 0.15 kg Gross Weight: 0.15 kg Gross Volume: 5.3 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,70405219,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/70405219.jpg,Length: 70 cm Width: 40 cm Surface density: 475 g/m,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,70405219,24,42,5,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/70405219.jpg,Package Number: 1 Length: 42 cm Width: 24 cm Height: 5 cm Diameter: Net Weight: 0.15 kg Gross Weight: 0.15 kg Gross Volume: 5.3 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,80381265,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/80381265.jpg,Length: 70 cm Width: 40 cm,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,80381265,21,36,2,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/80381265.jpg,Package Number: 1 Length: 36 cm Width: 21 cm Height: 2 cm Diameter: Net Weight: 0.20 kg Gross Weight: 0.20 kg Gross Volume: 1.5 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,90349350,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/90349350.jpg,Length: 70 cm Width: 40 cm,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,90349350,20,23,2,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/90349350.jpg,Package Number: 1 Length: 23 cm Width: 20 cm Height: 2 cm Diameter: Net Weight: 0.15 kg Gross Weight: 0.15 kg Gross Volume: 0.9 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,60432572,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/60432572.jpg,Length: 70 cm Width: 40 cm Surface density: 390 g/m,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,60432572,23,40,1,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/60432572.jpg,Package Number: 1 Length: 40 cm Width: 23 cm Height: 1 cm Diameter: Net Weight: 0.11 kg Gross Weight: 0.11 kg Gross Volume: 0.6 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,00453096,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/00453096.jpg,Weight.: 500 g/m Length: 70 cm Width: 40 cm,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,00453096,40,70,0,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/00453096.jpg,Package Number: 1 Length: 70 cm Width: 40 cm Height: 0 cm Diameter: Net Weight: 0.14 kg Gross Weight: 0.15 kg Gross Volume: 0.8 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,20439429,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/20439429.jpg,Length: 70 cm Width: 40 cm Surface density: 400 g/m,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,20439429,7,25,6,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/20439429.jpg,Package Number: 1 Length: 25 cm Width: 7 cm Height: 6 cm Diameter: Net Weight: 0.12 kg Gross Weight: 0.12 kg Gross Volume: 1.0 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,40439329,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/40439329.jpg,Length: 70 cm Width: 40 cm Surface density: 500 g/m,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,40439329,40,70,0,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/40439329.jpg,Package Number: 1 Length: 70 cm Width: 40 cm Height: 0 cm Diameter: Net Weight: 0.14 kg Gross Weight: 0.15 kg Gross Volume: 0.8 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,60439427,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/60439427.jpg,Length: 70 cm Width: 40 cm Surface density: 400 g/m,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,60439427,7,25,6,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/60439427.jpg,Package Number: 1 Length: 25 cm Width: 7 cm Height: 6 cm Diameter: Net Weight: 0.12 kg Gross Weight: 0.12 kg Gross Volume: 1.0 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,00442927,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/00442927.jpg,Weight.: 500 g/m Length: 70 cm Width: 40 cm,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,00442927,21,70,1,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/00442927.jpg,Package Number: 1 Length: 70 cm Width: 21 cm Height: 1 cm Diameter: Net Weight: 0.14 kg Gross Weight: 0.14 kg Gross Volume: 1.5 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,40442911,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/40442911.jpg,Weight.: 500 g/m Length: 70 cm Width: 40 cm,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,40442911,21,70,1,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/40442911.jpg,Package Number: 1 Length: 70 cm Width: 21 cm Height: 1 cm Diameter: Net Weight: 0.14 kg Gross Weight: 0.14 kg Gross Volume: 1.5 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,90442942,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/90442942.jpg,Weight.: 500 g/m Length: 70 cm Width: 40 cm,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,90442942,21,70,1,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/90442942.jpg,Package Number: 1 Length: 70 cm Width: 21 cm Height: 1 cm Diameter: Net Weight: 0.14 kg Gross Weight: 0.14 kg Gross Volume: 1.5 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,00381325,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/00381325.jpg,Length: 70 cm Width: 40 cm,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,00381325,21,36,2,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/00381325.jpg,Package Number: 1 Length: 36 cm Width: 21 cm Height: 2 cm Diameter: Net Weight: 0.20 kg Gross Weight: 0.20 kg Gross Volume: 1.5 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,60313197,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/60313197.jpg,Length: 70 cm Width: 40 cm Surface density: 500 g/m,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,60313197,30,53,2,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/60313197.jpg,Package Number: 1 Length: 53 cm Width: 30 cm Height: 2 cm Diameter: Net Weight: 0.14 kg Gross Weight: 0.14 kg Gross Volume: 3.2 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,60377349,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/60377349.jpg,Length: 70 cm Width: 40 cm Surface density: 390 g/m,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,60377349,36,41,0,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/60377349.jpg,Package Number: 1 Length: 41 cm Width: 36 cm Height: 0 cm Diameter: Net Weight: 0.11 kg Gross Weight: 0.11 kg Gross Volume: 0.4 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,70173120,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/70173120.jpg,Length: 70 cm Width: 40 cm Surface density: 400 g/m,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,70173120,12,19,4,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/70173120.jpg,Package Number: 1 Length: 19 cm Width: 12 cm Height: 4 cm Diameter: Net Weight: 0.12 kg Gross Weight: 0.13 kg Gross Volume: 0.8 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,70380879,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/70380879.jpg,Length: 70 cm Width: 40 cm,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,70380879,21,36,2,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/70380879.jpg,Package Number: 1 Length: 36 cm Width: 21 cm Height: 2 cm Diameter: Net Weight: 0.20 kg Gross Weight: 0.20 kg Gross Volume: 1.5 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,80353677,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/80353677.jpg,Length: 70 cm Width: 40 cm,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,80353677,7,24,5,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/80353677.jpg,Package Number: 1 Length: 24 cm Width: 7 cm Height: 5 cm Diameter: Net Weight: 0.12 kg Gross Weight: 0.12 kg Gross Volume: 0.8 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,90168467,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/90168467.jpg,Length: 70 cm Width: 40 cm Surface density: 500 g/m,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,90168467,41,71,2,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/90168467.jpg,Package Number: 1 Length: 71 cm Width: 41 cm Height: 2 cm Diameter: Net Weight: 0.14 kg Gross Weight: 0.15 kg Gross Volume: 5.8 l,package_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,40439428,40,70,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/40439428.jpg,Length: 70 cm Width: 40 cm Surface density: 400 g/m,missing_dimension
Bathroom,towel40times70,Towel40times70,Towel40Times70,40439428,7,25,6,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel40times70/40439428.jpg,Package Number: 1 Length: 25 cm Width: 7 cm Height: 6 cm Diameter: Net Weight: 0.12 kg Gross Weight: 0.12 kg Gross Volume: 1.0 l,package_dimension
Bathroom,towel70times140,Towel70times140,Towel70Times140,10381315,70,140,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel70times140/10381315.jpg,Length: 140 cm Width: 70 cm,missing_dimension
Bathroom,towel70times140,Towel70times140,Towel70Times140,10381315,20,36,9,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel70times140/10381315.jpg,Package Number: 1 Length: 36 cm Width: 20 cm Height: 9 cm Diameter: Net Weight: 0.70 kg Gross Weight: 0.72 kg Gross Volume: 6.5 l,package_dimension
Bathroom,towel70times140,Towel70times140,Towel70Times140,20405194,70,140,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel70times140/20405194.jpg,Length: 140 cm Width: 70 cm Surface density: 475 g/m,missing_dimension
Bathroom,towel70times140,Towel70times140,Towel70Times140,20405194,26,36,4,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel70times140/20405194.jpg,Package Number: 1 Length: 36 cm Width: 26 cm Height: 4 cm Diameter: Net Weight: 0.51 kg Gross Weight: 0.51 kg Gross Volume: 3.7 l,package_dimension
Bathroom,towel70times140,Towel70times140,Towel70Times140,30353608,70,140,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Bathroom/Bathroom/Towels&Bathmats/Towel70times140/30353608.jpg,Length: 140 cm Width: 70 cm Weight: 392 g,missing_dimension
