room_category,normalized_category,raw_category,product_name,product_id,width_cm,depth_cm,height_cm,material,image_path,raw_dimension_text,reason
Baby Children,table,Babies Tableware,Babies Tableware,20213883,11,13,8,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Babies Tableware/20213883.jpg,Package Number: 1 Length: 13 cm Width: 11 cm Height: 8 cm Diameter: Net Weight: 0.05 kg Gross Weight: 0.06 kg Gross Volume: 1.1 l,package_dimension
Baby Children,table,Babies Tableware,Babies Tableware,40084861,25,28,13,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Babies Tableware/40084861.jpg,Package Number: 1 Length: 28 cm Width: 25 cm Height: 13 cm Diameter: Net Weight: 0.20 kg Gross Weight: 0.22 kg Gross Volume: 8.6 l,package_dimension
Baby Children,table,Babies Tableware,Babies Tableware,40199287,8,22,3,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Babies Tableware/40199287.jpg,Package Number: 1 Length: 22 cm Width: 8 cm Height: 3 cm Diameter: Net Weight: 0.02 kg Gross Weight: 0.04 kg Gross Volume: 0.5 l,package_dimension
Baby Children,table,Babies Tableware,Babies Tableware,60137571,12,21,2,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Babies Tableware/60137571.jpg,Package Number: 1 Length: 21 cm Width: 12 cm Height: 2 cm Diameter: Net Weight: 0.10 kg Gross Weight: 0.12 kg Gross Volume: 0.5 l,package_dimension
Baby Children,table,Babies Tableware,Babies Tableware,60368726,20,27,3,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Babies Tableware/60368726.jpg,Package Number: 1 Length: 27 cm Width: 20 cm Height: 3 cm Diameter: Net Weight: 0.05 kg Gross Weight: 0.06 kg Gross Volume: 1.4 l,package_dimension
Baby Children,table,Babies Tableware,Babies Tableware,70137575,11,20,2,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Babies Tableware/70137575.jpg,Package Number: 1 Length: 20 cm Width: 11 cm Height: 2 cm Diameter: Net Weight: 0.08 kg Gross Weight: 0.09 kg Gross Volume: 0.3 l,package_dimension
Baby Children,table,Babies Tableware,Babies Tableware,80307223,34,37,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Babies Tableware/80307223.jpg,Length: 37 cm Width: 34 cm,missing_dimension
Baby Children,table,Babies Tableware,Babies Tableware,80307223,23,30,1,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Babies Tableware/80307223.jpg,Package Number: 1 Length: 30 cm Width: 23 cm Height: 1 cm Diameter: Net Weight: 0.04 kg Gross Weight: 0.05 kg Gross Volume: 0.4 l,package_dimension
Baby Children,table,Babies Tableware,Babies Tableware,80421332,14,18,3,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Babies Tableware/80421332.jpg,Package Number: 1 Length: 18 cm Width: 14 cm Height: 3 cm Diameter: Net Weight: 0.23 kg Gross Weight: 0.24 kg Gross Volume: 0.8 l,package_dimension
Baby Children,table,Babies Tableware,Babies Tableware,60426934,30,40,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Babies Tableware/60426934.jpg,Length: 40 cm Width: 30 cm,missing_dimension
Baby Children,table,Babies Tableware,Babies Tableware,60426934,30,40,0,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Babies Tableware/60426934.jpg,Package Number: 1 Length: 40 cm Width: 30 cm Height: 0 cm Diameter: Net Weight: 0.08 kg Gross Weight: 0.08 kg Gross Volume: 0.1 l,package_dimension
Baby Children,baby_coushions_and_blankets,Baby Coushions and Blankets,Baby Coushions And Blankets,20364037,90,90,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Baby Coushions and Blankets/20364037.jpg,Length: 90 cm Width: 90 cm,missing_dimension
Baby Children,baby_coushions_and_blankets,Baby Coushions and Blankets,Baby Coushions And Blankets,20364037,,29,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Baby Coushions and Blankets/20364037.jpg,Package Number: 1 Length: 29 cm Width: Height: Diameter: 10 cm Net Weight: 0.36 kg Gross Weight: 0.37 kg Gross Volume: 2.3 l,package_dimension
Baby Children,baby_coushions_and_blankets,Baby Coushions and Blankets,Baby Coushions And Blankets,70373039,80,100,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Baby Coushions and Blankets/70373039.jpg,Length: 100 cm Width: 80 cm,missing_dimension
Baby Children,baby_coushions_and_blankets,Baby Coushions and Blankets,Baby Coushions And Blankets,70373039,,29,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Baby Coushions and Blankets/70373039.jpg,Package Number: 1 Length: 29 cm Width: Height: Diameter: 10 cm Net Weight: 0.36 kg Gross Weight: 0.36 kg Gross Volume: 2.3 l,package_dimension
Baby Children,baby_coushions_and_blankets,Baby Coushions and Blankets,Baby Coushions And Blankets,80421252,70,90,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Baby Coushions and Blankets/80421252.jpg,Length: 90 cm Width: 70 cm,missing_dimension
Baby Children,baby_coushions_and_blankets,Baby Coushions and Blankets,Baby Coushions And Blankets,80421252,,25,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Baby Coushions and Blankets/80421252.jpg,Package Number: 1 Length: 25 cm Width: Height: Diameter: 10 cm Net Weight: 0.33 kg Gross Weight: 0.33 kg Gross Volume: 2.0 l,package_dimension
Baby Children,baby_coushions_and_blankets,Baby Coushions and Blankets,Baby Coushions And Blankets,40427109,70,90,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Baby Coushions and Blankets/40427109.jpg,Length: 90 cm Width: 70 cm,missing_dimension
Baby Children,baby_coushions_and_blankets,Baby Coushions and Blankets,Baby Coushions And Blankets,40427109,,24,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Baby Coushions and Blankets/40427109.jpg,Package Number: 1 Length: 24 cm Width: Height: Diameter: 10 cm Net Weight: 0.37 kg Gross Weight: 0.37 kg Gross Volume: 1.9 l,package_dimension
Baby Children,baby_coushions_and_blankets,Baby Coushions and Blankets,Baby Coushions And Blankets,00440235,80,100,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Baby Coushions and Blankets/00440235.jpg,Length: 100 cm Width: 80 cm,missing_dimension
Baby Children,baby_coushions_and_blankets,Baby Coushions and Blankets,Baby Coushions And Blankets,00440235,,29,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Baby Coushions and Blankets/00440235.jpg,Package Number: 1 Length: 29 cm Width: Height: Diameter: 10 cm Net Weight: 0.39 kg Gross Weight: 0.39 kg Gross Volume: 2.3 l,package_dimension
Baby Children,baby_coushions_and_blankets,Baby Coushions and Blankets,Baby Coushions And Blankets,10319719,85,115,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Baby Coushions and Blankets/10319719.jpg,Length: 115 cm Width: 85 cm,missing_dimension
Baby Children,baby_coushions_and_blankets,Baby Coushions and Blankets,Baby Coushions And Blankets,10319719,,32,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Baby Coushions and Blankets/10319719.jpg,Package Number: 1 Length: 32 cm Width: Height: Diameter: 11 cm Net Weight: 0.48 kg Gross Weight: 0.48 kg Gross Volume: 3.0 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,00028508,55,35,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/00028508.jpg,Length: 35 cm Width: 55 cm Filling weight: 100 g Total weight: 152 g,missing_dimension
Baby Children,babylinen,BabyLinen,Babylinen,00028508,,35,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/00028508.jpg,Package Number: 1 Length: 35 cm Width: Height: Diameter: 13 cm Net Weight: 0.16 kg Gross Weight: 0.17 kg Gross Volume: 4.7 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,00374117,21,30,5,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/00374117.jpg,Package Number: 1 Length: 30 cm Width: 21 cm Height: 5 cm Diameter: Net Weight: 0.67 kg Gross Weight: 0.85 kg Gross Volume: 2.8 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,10393827,70,140,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/10393827.jpg,Length: 140 cm Width: 70 cm,missing_dimension
Baby Children,babylinen,BabyLinen,Babylinen,10393827,28,37,3,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/10393827.jpg,Package Number: 1 Length: 37 cm Width: 28 cm Height: 3 cm Diameter: Net Weight: 0.49 kg Gross Weight: 0.49 kg Gross Volume: 3.1 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,20373046,70,140,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/20373046.jpg,Length: 140 cm Width: 70 cm Filling weight: 220 g,missing_dimension
Baby Children,babylinen,BabyLinen,Babylinen,20373046,28,74,3,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/20373046.jpg,Package Number: 1 Length: 74 cm Width: 28 cm Height: 3 cm Diameter: Net Weight: 0.71 kg Gross Weight: 0.74 kg Gross Volume: 6.2 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,20374098,70,140,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/20374098.jpg,Length: 140 cm Width: 70 cm Package quantity: 2 pack,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,20374098,15,28,4,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/20374098.jpg,Package Number: 1 Length: 28 cm Width: 15 cm Height: 4 cm Diameter: Net Weight: 0.52 kg Gross Weight: 0.54 kg Gross Volume: 1.6 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,20400243,50,60,18,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/20400243.jpg,Package Number: 1 Length: 60 cm Width: 50 cm Height: 18 cm Diameter: Net Weight: 1.23 kg Gross Weight: 1.28 kg Gross Volume: 54.0 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,30374106,70,140,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/30374106.jpg,Length: 140 cm Width: 70 cm Package quantity: 2 pack,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,30374106,15,28,5,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/30374106.jpg,Package Number: 1 Length: 28 cm Width: 15 cm Height: 5 cm Diameter: Net Weight: 0.50 kg Gross Weight: 0.52 kg Gross Volume: 1.8 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,40143304,70,100,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/40143304.jpg,Length: 100 cm Width: 70 cm,missing_dimension
Baby Children,babylinen,BabyLinen,Babylinen,40143304,19,26,2,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/40143304.jpg,Package Number: 1 Length: 26 cm Width: 19 cm Height: 2 cm Diameter: Net Weight: 0.17 kg Gross Weight: 0.19 kg Gross Volume: 0.9 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,40373074,80,80,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/40373074.jpg,Length: 80 cm Width: 80 cm,missing_dimension
Baby Children,babylinen,BabyLinen,Babylinen,40373074,33,53,2,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/40373074.jpg,Package Number: 1 Length: 53 cm Width: 33 cm Height: 2 cm Diameter: Net Weight: 0.28 kg Gross Weight: 0.29 kg Gross Volume: 3.5 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,50113938,60,120,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/50113938.jpg,Length: 120 cm Width: 60 cm Package quantity: 2 pack,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,50113938,15,28,4,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/50113938.jpg,Package Number: 1 Length: 28 cm Width: 15 cm Height: 4 cm Diameter: Net Weight: 0.40 kg Gross Weight: 0.42 kg Gross Volume: 1.4 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,60028510,110,125,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/60028510.jpg,Length: 125 cm Width: 110 cm Filling weight: 300 g Total weight: 575 g,missing_dimension
Baby Children,babylinen,BabyLinen,Babylinen,60028510,,42,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/60028510.jpg,Package Number: 1 Length: 42 cm Width: Height: Diameter: 15 cm Net Weight: 0.63 kg Gross Weight: 0.65 kg Gross Volume: 7.4 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,60373186,62,60,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/60373186.jpg,Length: 60 cm Width: 62 cm,missing_dimension
Baby Children,babylinen,BabyLinen,Babylinen,60373186,33,55,2,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/60373186.jpg,Package Number: 1 Length: 55 cm Width: 33 cm Height: 2 cm Diameter: Net Weight: 0.41 kg Gross Weight: 0.41 kg Gross Volume: 3.6 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,70373058,110,125,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/70373058.jpg,Length: 125 cm Width: 110 cm Filling weight: 300 g Total weight: 720 g,missing_dimension
Baby Children,babylinen,BabyLinen,Babylinen,70373058,,42,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/70373058.jpg,Package Number: 1 Length: 42 cm Width: Height: Diameter: 14 cm Net Weight: 0.76 kg Gross Weight: 0.77 kg Gross Volume: 6.0 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,80374118,21,30,5,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/80374118.jpg,Package Number: 1 Length: 30 cm Width: 21 cm Height: 5 cm Diameter: Net Weight: 0.67 kg Gross Weight: 0.85 kg Gross Volume: 2.8 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,80393824,70,140,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/80393824.jpg,Length: 140 cm Width: 70 cm,missing_dimension
Baby Children,babylinen,BabyLinen,Babylinen,80393824,28,37,3,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/80393824.jpg,Package Number: 1 Length: 37 cm Width: 28 cm Height: 3 cm Diameter: Net Weight: 0.48 kg Gross Weight: 0.49 kg Gross Volume: 2.6 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,30440187,20,30,4,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/30440187.jpg,Package Number: 1 Length: 30 cm Width: 20 cm Height: 4 cm Diameter: Net Weight: 0.67 kg Gross Weight: 0.81 kg Gross Volume: 2.5 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,50440214,60,125,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/50440214.jpg,Length: 125 cm Width: 60 cm,missing_dimension
Baby Children,babylinen,BabyLinen,Babylinen,50440214,37,57,3,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/50440214.jpg,Package Number: 1 Length: 57 cm Width: 37 cm Height: 3 cm Diameter: Net Weight: 0.45 kg Gross Weight: 0.45 kg Gross Volume: 5.2 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,60443858,70,140,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/60443858.jpg,Length: 140 cm Width: 70 cm,missing_dimension
Baby Children,babylinen,BabyLinen,Babylinen,60443858,15,28,3,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/60443858.jpg,Package Number: 1 Length: 28 cm Width: 15 cm Height: 3 cm Diameter: Net Weight: 0.25 kg Gross Weight: 0.28 kg Gross Volume: 1.0 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,70440227,96,96,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/70440227.jpg,Length: 96 cm Width: 96 cm,missing_dimension
Baby Children,babylinen,BabyLinen,Babylinen,70440227,,30,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/70440227.jpg,Package Number: 1 Length: 30 cm Width: Height: Diameter: 12 cm Net Weight: 0.45 kg Gross Weight: 0.46 kg Gross Volume: 3.3 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,50373196,25,30,4,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/50373196.jpg,Package Number: 1 Length: 30 cm Width: 25 cm Height: 4 cm Diameter: Net Weight: 0.70 kg Gross Weight: 0.90 kg Gross Volume: 3.3 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,60374119,70,140,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/60374119.jpg,Length: 140 cm Width: 70 cm,missing_dimension
Baby Children,babylinen,BabyLinen,Babylinen,60374119,28,72,3,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/60374119.jpg,Package Number: 1 Length: 72 cm Width: 28 cm Height: 3 cm Diameter: Net Weight: 0.74 kg Gross Weight: 0.81 kg Gross Volume: 6.1 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,60374124,70,140,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/60374124.jpg,Length: 140 cm Width: 70 cm,missing_dimension
Baby Children,babylinen,BabyLinen,Babylinen,60374124,15,28,4,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/60374124.jpg,Package Number: 1 Length: 28 cm Width: 15 cm Height: 4 cm Diameter: Net Weight: 0.35 kg Gross Weight: 0.37 kg Gross Volume: 1.7 l,package_dimension
Baby Children,babylinen,BabyLinen,Babylinen,80374123,21,30,5,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/BabyLinen/80374123.jpg,Package Number: 1 Length: 30 cm Width: 21 cm Height: 5 cm Diameter: Net Weight: 0.63 kg Gross Weight: 0.77 kg Gross Volume: 2.8 l,package_dimension
Baby Children,children_rugs,Children Rugs,Children Rugs,30361910,133,130,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Children Rugs/30361910.jpg,Length: 130 cm Width: 133 cm Area: 1.72 m,missing_dimension
Baby Children,children_rugs,Children Rugs,Children Rugs,30361910,,130,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Children Rugs/30361910.jpg,Package Number: 1 Length: 130 cm Width: Height: Diameter: 10 cm Net Weight: 1.58 kg Gross Weight: 1.88 kg Gross Volume: 10.2 l,package_dimension
Baby Children,children_rugs,Children Rugs,Children Rugs,50356776,133,160,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Children Rugs/50356776.jpg,Length: 160 cm Width: 133 cm Area: 2.12 m,missing_dimension
Baby Children,children_rugs,Children Rugs,Children Rugs,50356776,,134,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Children Rugs/50356776.jpg,Package Number: 1 Length: 134 cm Width: Height: Diameter: 13 cm Net Weight: 3.20 kg Gross Weight: 3.45 kg Gross Volume: 17.8 l,package_dimension
Baby Children,children_rugs,Children Rugs,Children Rugs,60356691,100,160,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Children Rugs/60356691.jpg,Length: 160 cm Width: 100 cm Area: 1.60 m,missing_dimension
Baby Children,children_rugs,Children Rugs,Children Rugs,60356691,,100,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Children Rugs/60356691.jpg,Package Number: 1 Length: 100 cm Width: Height: Diameter: 13 cm Net Weight: 1.60 kg Gross Weight: 1.79 kg Gross Volume: 12.3 l,package_dimension
Baby Children,children_rugs,Children Rugs,Children Rugs,70356822,75,133,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Children Rugs/70356822.jpg,Length: 133 cm Width: 75 cm Area: 0.99 m,missing_dimension
Baby Children,children_rugs,Children Rugs,Children Rugs,70356822,,76,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Children Rugs/70356822.jpg,Package Number: 1 Length: 76 cm Width: Height: Diameter: 10 cm Net Weight: 0.84 kg Gross Weight: 0.96 kg Gross Volume: 5.9 l,package_dimension
Baby Children,children_rugs,Children Rugs,Children Rugs,70427099,133,160,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Children Rugs/70427099.jpg,Length: 160 cm Width: 133 cm Area: 2.13 m,missing_dimension
Baby Children,children_rugs,Children Rugs,Children Rugs,70427099,,133,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/Baby Testiles/Children Rugs/70427099.jpg,Package Number: 1 Length: 133 cm Width: Height: Diameter: 12 cm Net Weight: 3.12 kg Gross Weight: 3.38 kg Gross Volume: 13.8 l,package_dimension
Baby Children,unknown,Curtains Drapers,,,,,,,,Length: 300cm Width: 120cm,missing_product_id
Baby Children,unknown,Curtains Drapers,,,,,,,,Length: 300cm Width: 120cm,missing_product_id
Baby Children,unknown,Curtains Drapers,,,,,,,,Length: 300cm Width: 120cm,missing_product_id
Baby Children,unknown,Curtains Drapers,,,,,,,,Length: 300cm Width: 120cm,missing_product_id
Baby Children,unknown,Curtains Drapers,,,,,,,,Length: 300cm Width: 120cm,missing_product_id
Baby Children,unknown,Curtains Drapers,,,,,,,,Length: 300cm Width: 120cm,missing_product_id
Baby Children,babyaccessories,BabyAccessories,Babyaccessories,10272788,30,37,,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/BabyAccessories/10272788.jpg,Width: 30 cm Depth: 37 cm,missing_dimension
Baby Children,babyaccessories,BabyAccessories,Babyaccessories,10272788,30,36,11,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/BabyAccessories/10272788.jpg,Package Number: 1 Length: 36 cm Width: 30 cm Height: 11 cm Diameter: Net Weight: 0.29 kg Gross Weight: 0.34 kg Gross Volume: 11.7 l,package_dimension
Baby Children,babyaccessories,BabyAccessories,Babyaccessories,30193163,23,29,18,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/BabyAccessories/30193163.jpg,Package Number: 1 Length: 29 cm Width: 23 cm Height: 18 cm Diameter: Net Weight: 0.26 kg Gross Weight: 0.27 kg Gross Volume: 12.3 l,package_dimension
Baby Children,babyaccessories,BabyAccessories,Babyaccessories,40248443,45,75,28,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/BabyAccessories/40248443.jpg,Package Number: 1 Length: 75 cm Width: 45 cm Height: 28 cm Diameter: Net Weight: 1.19 kg Gross Weight: 1.19 kg Gross Volume: 94.5 l,package_dimension
Baby Children,babyaccessories,BabyAccessories,Babyaccessories,50167969,48,81,12,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/BabyAccessories/50167969.jpg,Package Number: 1 Length: 81 cm Width: 48 cm Height: 12 cm Diameter: Net Weight: 3.32 kg Gross Weight: 4.20 kg Gross Volume: 46.4 l,package_dimension
Baby Children,babyaccessories,BabyAccessories,Babyaccessories,60193128,29,36,28,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/BabyAccessories/60193128.jpg,Package Number: 1 Length: 36 cm Width: 29 cm Height: 28 cm Diameter: Net Weight: 0.64 kg Gross Weight: 0.65 kg Gross Volume: 28.7 l,package_dimension
Baby Children,babyaccessories,BabyAccessories,Babyaccessories,60248418,26,37,14,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/Baby Children/Baby Children/Baby/BabyAccessories/60248418.jpg,Package Number: 1 Length: 37 cm Width: 26 cm Height: 14 cm Diameter: Net Weight: 0.39 kg Gross Weight: 0.39 kg Gross Volume: 12.9 l,package_dimension
