room_category,normalized_category,raw_category,product_name,product_id,width_cm,depth_cm,height_cm,material,image_path,raw_dimension_text
HomeOffice,chair,Swivel Chairs,Swivel Chairs,09252791,68,68,104,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/09252791.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 104 cm Seat width: 53 cm Seat depth: 41 cm Min. seat height: 43 cm Max. seat height: 53 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,29252865,68,68,104,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/29252865.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 104 cm Seat width: 53 cm Seat depth: 41 cm Min. seat height: 43 cm Max. seat height: 53 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,79252858,68,68,104,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/79252858.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 104 cm Seat width: 53 cm Seat depth: 41 cm Min. seat height: 43 cm Max. seat height: 53 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,79252882,68,68,104,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/79252882.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 104 cm Seat width: 53 cm Seat depth: 41 cm Min. seat height: 43 cm Max. seat height: 53 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,19252366,68,68,92,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/19252366.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 92 cm Seat width: 53 cm Seat depth: 41 cm Min. seat height: 43 cm Max. seat height: 53 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,49252379,68,68,92,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/49252379.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 92 cm Seat width: 53 cm Seat depth: 41 cm Min. seat height: 43 cm Max. seat height: 53 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,49252384,68,68,92,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/49252384.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 92 cm Seat width: 53 cm Seat depth: 41 cm Min. seat height: 43 cm Max. seat height: 53 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,49252398,68,68,92,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/49252398.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 92 cm Seat width: 53 cm Seat depth: 41 cm Min. seat height: 43 cm Max. seat height: 53 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,49252119,68,68,110,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/49252119.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Height: 110 cm Seat width: 50 cm Seat depth: 40 cm Min. seat height: 41 cm Max. seat height: 52 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,89252136,68,68,110,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/89252136.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Height: 110 cm Seat width: 50 cm Seat depth: 40 cm Min. seat height: 41 cm Max. seat height: 52 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,99252131,68,68,110,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/99252131.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Height: 110 cm Seat width: 50 cm Seat depth: 40 cm Min. seat height: 41 cm Max. seat height: 52 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,89275623,68,68,140,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/89275623.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 140 cm Seat width: 52 cm Seat depth: 46 cm Min. seat height: 45 cm Max. seat height: 56 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,99275627,68,68,140,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/99275627.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 140 cm Seat width: 52 cm Seat depth: 46 cm Min. seat height: 45 cm Max. seat height: 56 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,99275632,68,68,140,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/99275632.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 140 cm Seat width: 52 cm Seat depth: 46 cm Min. seat height: 45 cm Max. seat height: 56 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,59297198,68,68,140,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/59297198.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 140 cm Seat width: 52 cm Seat depth: 46 cm Min. seat height: 45 cm Max. seat height: 56 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,39303039,68,68,94,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/39303039.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 94 cm Seat width: 49 cm Seat depth: 43 cm Min. seat height: 46 cm Max. seat height: 58 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,49303034,68,68,94,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/49303034.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 94 cm Seat width: 49 cm Seat depth: 43 cm Min. seat height: 46 cm Max. seat height: 58 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,69303066,68,68,94,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/69303066.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 94 cm Seat width: 49 cm Seat depth: 43 cm Min. seat height: 46 cm Max. seat height: 58 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,89303046,68,68,94,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/89303046.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 94 cm Seat width: 49 cm Seat depth: 43 cm Min. seat height: 46 cm Max. seat height: 58 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,00308684,68,68,110,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/00308684.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 110 cm Seat width: 50 cm Seat depth: 40 cm Min. seat height: 41 cm Max. seat height: 52 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,10221402,70,70,106,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/10221402.jpg,Tested for: 110 kg Width: 70 cm Depth: 70 cm Max. height: 106 cm Seat width: 44 cm Seat depth: 44 cm Min. seat height: 41 cm Max. seat height: 52 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,10341334,68,68,110,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/10341334.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 110 cm Seat width: 50 cm Seat depth: 40 cm Min. seat height: 41 cm Max. seat height: 52 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,10390008,68,68,80,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/10390008.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 80 cm Seat width: 47 cm Seat depth: 45 cm Min. seat height: 47 cm Max. seat height: 59 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,20336836,74,69,102,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/20336836.jpg,Tested for: 110 kg Width: 74 cm Depth: 69 cm Min. height: 102 cm Max. height: 114 cm Seat width: 47 cm Seat depth: 48 cm Min. seat height: 47 cm Max. seat height: 60 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,20336841,74,69,102,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/20336841.jpg,Tested for: 110 kg Width: 74 cm Depth: 69 cm Min. height: 102 cm Max. height: 114 cm Seat width: 47 cm Seat depth: 48 cm Min. seat height: 47 cm Max. seat height: 60 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,20339415,52,65,123,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/20339415.jpg,Tested for: 110 kg Depth: 65 cm Max. height: 123 cm Seat width: 52 cm Seat depth: 45 cm Min. seat height: 45 cm Max. seat height: 58 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,20339420,59,65,108,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/20339420.jpg,Tested for: 110 kg Width: 59 cm Depth: 65 cm Max. height: 108 cm Seat width: 49 cm Seat depth: 42 cm Min. seat height: 38 cm Max. seat height: 50 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,20341343,68,68,110,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/20341343.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 110 cm Seat width: 50 cm Seat depth: 40 cm Min. seat height: 41 cm Max. seat height: 52 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,20363599,68,68,140,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/20363599.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 140 cm Seat width: 52 cm Seat depth: 46 cm Min. seat height: 45 cm Max. seat height: 56 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,20396420,67,67,86,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/20396420.jpg,Tested for: 110 kg Width: 67 cm Depth: 67 cm Max. height: 86 cm Seat width: 42 cm Seat depth: 40 cm Min. seat height: 43 cm Max. seat height: 56 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,20432244,40,60,98.5,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/20432244.jpg,Tested for: 110 kg Depth: 60 cm Max. height: 98.5 cm Seat width: 40 cm Seat depth: 39 cm Min. seat height: 43.5 cm Max. seat height: 54.5 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,30280004,69,69,79,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/30280004.jpg,Tested for: 110 kg Width: 69 cm Depth: 69 cm Min. height: 79 cm Max. height: 86 cm Seat width: 48 cm Seat depth: 45 cm Min. seat height: 47 cm Max. seat height: 55 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,30363594,68,68,140,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/30363594.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 140 cm Seat width: 52 cm Seat depth: 46 cm Min. seat height: 45 cm Max. seat height: 56 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,40103100,62,60,129,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/40103100.jpg,Tested for: 110 kg Width: 62 cm Depth: 60 cm Min. height: 129 cm Max. height: 140 cm Seat width: 53 cm Seat depth: 47 cm Min. seat height: 48 cm Max. seat height: 57 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,40238712,70,70,106,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/40238712.jpg,Tested for: 110 kg Width: 70 cm Depth: 70 cm Max. height: 106 cm Seat width: 44 cm Seat depth: 44 cm Min. seat height: 41 cm Max. seat height: 52 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,40240989,38,49,15,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/40240989.jpg,Length: 49 cm Width: 38 cm Height: 15 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,40419982,64,64,95,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/40419982.jpg,Tested for: 110 kg Width: 64 cm Depth: 64 cm Max. height: 95 cm Seat width: 51 cm Seat depth: 42 cm Min. seat height: 45 cm Max. seat height: 56 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,50288754,47,46,35,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/50288754.jpg,Width: 47 cm Depth: 46 cm Height: 35 cm Seat depth: 39 cm Seat height: 47 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,50308686,64,64,95,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/50308686.jpg,Tested for: 110 kg Width: 64 cm Depth: 64 cm Max. height: 95 cm Seat width: 51 cm Seat depth: 42 cm Min. seat height: 45 cm Max. seat height: 56 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,50372804,68,68,80,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/50372804.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 80 cm Seat width: 47 cm Seat depth: 45 cm Min. seat height: 47 cm Max. seat height: 59 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,50402995,69,69,79,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/50402995.jpg,Tested for: 110 kg Width: 69 cm Depth: 69 cm Min. height: 79 cm Max. height: 86 cm Seat width: 48 cm Seat depth: 45 cm Min. seat height: 47 cm Max. seat height: 55 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,60308676,68,68,80,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/60308676.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 80 cm Seat width: 47 cm Seat depth: 45 cm Min. seat height: 47 cm Max. seat height: 59 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,70261150,62,60,129,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/70261150.jpg,Tested for: 110 kg Width: 62 cm Depth: 60 cm Min. height: 129 cm Max. height: 140 cm Seat width: 53 cm Seat depth: 47 cm Min. seat height: 48 cm Max. seat height: 57 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,70367458,64,64,95,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/70367458.jpg,Tested for: 110 kg Width: 64 cm Depth: 64 cm Max. height: 95 cm Seat width: 51 cm Seat depth: 42 cm Min. seat height: 45 cm Max. seat height: 56 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,70419952,68,68,140,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/70419952.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 140 cm Seat width: 52 cm Seat depth: 46 cm Min. seat height: 45 cm Max. seat height: 56 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,80402994,69,69,79,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/80402994.jpg,Tested for: 110 kg Width: 69 cm Depth: 69 cm Min. height: 79 cm Max. height: 86 cm Seat width: 48 cm Seat depth: 45 cm Min. seat height: 47 cm Max. seat height: 55 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,90200269,23,28,29,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/90200269.jpg,Width: 23 cm Depth: 28 cm Height: 29 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,90339412,52,65,123,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/90339412.jpg,Tested for: 110 kg Depth: 65 cm Max. height: 123 cm Seat width: 52 cm Seat depth: 45 cm Min. seat height: 45 cm Max. seat height: 58 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,90363553,68,68,140,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/90363553.jpg,Tested for: 110 kg Width: 68 cm Depth: 68 cm Max. height: 140 cm Seat width: 52 cm Seat depth: 46 cm Min. seat height: 45 cm Max. seat height: 56 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,90432245,40,60,98.5,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/90432245.jpg,Tested for: 110 kg Depth: 60 cm Max. height: 98.5 cm Seat width: 40 cm Seat depth: 39 cm Min. seat height: 43.5 cm Max. seat height: 54.5 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,79006693,74,74,42,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/79006693.jpg,Tested for: 110 kg Width: 74 cm Depth: 74 cm Seat width: 45 cm Seat depth: 39 cm Min. seat height: 42 cm Max. seat height: 54 cm
HomeOffice,chair,Swivel Chairs,Swivel Chairs,29006695,74,74,42,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Chairs/Swivel-Chairs/29006695.jpg,Tested for: 110 kg Width: 74 cm Depth: 74 cm Seat width: 45 cm Seat depth: 39 cm Min. seat height: 42 cm Max. seat height: 54 cm
HomeOffice,desk,DeskCombinations,Deskcombinations,29870932,75,155,73,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/29870932.jpg,Length: 155 cm Width: 75 cm Height: 73 cm
HomeOffice,desk,DeskCombinations,Deskcombinations,59933179,75,150,73,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/59933179.jpg,Length: 150 cm Width: 75 cm Height: 73 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,29000702,75,150,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/29000702.jpg,Length: 150 cm Width: 75 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,59930958,75,150,73,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/59930958.jpg,Length: 150 cm Width: 75 cm Height: 73 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,49000701,75,150,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/49000701.jpg,Length: 150 cm Width: 75 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,39001942,75,150,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/39001942.jpg,Length: 150 cm Width: 75 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,09213573,73,148,71,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/09213573.jpg,Length: 148 cm Width: 73 cm Height: 71 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,19047309,75,150,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/19047309.jpg,Length: 150 cm Width: 75 cm Min. height: 74 cm Max. height: 96 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,39214284,60,120,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/39214284.jpg,Length: 120 cm Width: 60 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,89214291,60,120,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/89214291.jpg,Length: 120 cm Width: 60 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,39216674,75,150,73,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/39216674.jpg,Length: 150 cm Width: 75 cm Height: 73 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,59216668,75,150,73,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/59216668.jpg,Length: 150 cm Width: 75 cm Height: 73 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,89002010,75,150,73,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/89002010.jpg,Length: 150 cm Width: 75 cm Height: 73 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,09214228,60,120,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/09214228.jpg,Length: 120 cm Width: 60 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,49214231,60,120,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/49214231.jpg,Length: 120 cm Width: 60 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,59214216,60,120,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/59214216.jpg,Length: 120 cm Width: 60 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,59214221,60,120,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/59214221.jpg,Length: 120 cm Width: 60 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,69214230,60,120,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/69214230.jpg,Length: 120 cm Width: 60 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,99215695,75,150,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/99215695.jpg,Length: 150 cm Width: 75 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,99216652,75,150,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/99216652.jpg,Length: 150 cm Width: 75 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,39215698,75,150,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/39215698.jpg,Length: 150 cm Width: 75 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,49229925,60,120,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/49229925.jpg,Length: 120 cm Width: 60 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,09229791,60,120,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/09229791.jpg,Length: 120 cm Width: 60 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,59229915,60,120,74,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/59229915.jpg,Length: 120 cm Width: 60 cm Height: 74 cm Max. load: 50 kg
HomeOffice,desk,DeskCombinations,Deskcombinations,69223828,75,310,73,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/69223828.jpg,Length: 310 cm Width: 75 cm Height: 73 cm
HomeOffice,desk,DeskCombinations,Deskcombinations,29223830,75,150,85,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/29223830.jpg,Length: 150 cm Width: 75 cm Height: 85 cm
HomeOffice,desk,DeskCombinations,Deskcombinations,39213576,73,148,71,,/Users/dahoo/home_easy/datasets/IKEA-Dataset/extracted/HomeOffice/HomeOffice/Desks Table and Legs/DeskCombinations/39213576.jpg,Length: 148 cm Width: 73 cm Height: 71 cm Max. load: 50 kg
